C;Day-Ahead Energy Market Historical Offer Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;Filename: hbdayaheadenergyoffer_20230520.csv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;Report for: 05/20/2023 - 05/20/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C;Report generated: 09/01/2023 14:43:48 EDT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H;Day;Trading Interval;Masked Lead Participant ID;Masked Asset ID;Must Take Energy;Maximum Daily Energy Available;Economic Maximum;Economic Minimum;Cold Startup Price;Intermediate Startup Price;Hot Startup Price;No Load Price;Segment 1 Price;Segment 1 MW;Segment 2 Price;Segment 2 MW;Segment 3 Price;Segment 3 MW;Segment 4 Price;Segment 4 MW;Segment 5 Price;Segment 5 MW;Segment 6 Price;Segment 6 MW;Segment 7 Price;Segment 7 MW;Segment 8 Price;Segment 8 MW;Segment 9 Price;Segment 9 MW;Segment 10 Price;Segment 10 MW;Claim 10;Claim 30;Unit Status
H;Date;String;Number;Number;Number;Number;Number;Number;$;$;$;$;$;MW;$;MW;$;MW;$;MW;$;MW;$;MW;$;MW;$;MW;$;MW;$;MW;MW;MW;String
D;05/20/2023;1;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;2;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;3;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;4;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;5;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;6;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;7;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;8;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;9;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;10;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;11;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;12;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;13;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;14;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;15;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;16;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;17;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;18;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;19;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;20;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;21;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;22;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;23;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;24;379629;70135;0;480;16.4;16.4;384.59;384.59;384.59;0;319.37;20;;;;;;;;;;;;;;;;;;;16.2;18.7;ECONOMIC
D;05/20/2023;1;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;2;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;3;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;4;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;5;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;6;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;7;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;8;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;9;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;10;379629;96924;0;1958.4;81;40;9581.31;8846.66;7373.14;526.52;64.85;40;68.82;20;71.6;14;71.62;0.1;73.19;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;11;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;12;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;13;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;14;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;15;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;16;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;17;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;18;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;19;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;20;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;21;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;22;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;23;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;24;379629;96924;0;1958.4;81;40;9382.86;8667.94;7233.99;515.49;63.48;40;67.36;20;70.07;14;70.09;0.1;71.63;7.9;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;1;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;2;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;3;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;4;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;5;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;6;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;7;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;8;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;9;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;10;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;11;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;12;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;13;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;14;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;15;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;16;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;17;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;18;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;19;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;20;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;21;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;22;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;23;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;24;383731;53448;0;0;5;0;0;0;0;0;400;5;;;;;;;;;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;1;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;2;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;3;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;4;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;5;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;6;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;7;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;8;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;9;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;10;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;11;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;12;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;13;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;14;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;15;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;16;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;17;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;18;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;19;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;20;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;21;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;22;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;23;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;24;389507;14588;30;0;44;30;0;0;0;0;28.6;37;28.63;6;30.12;2;32.45;3;260.34;10;;;;;;;;;;;0;0;MUST_RUN
D;05/20/2023;1;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;2;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;3;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;4;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;5;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;6;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;7;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;8;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;9;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;10;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;11;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;12;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;13;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;14;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;15;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;16;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;17;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;18;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;19;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;20;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;21;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;22;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;23;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;24;389507;81190;0;432;11.4;7;95;0;0;0;296.33;13;;;;;;;;;;;;;;;;;;;0;9;ECONOMIC
D;05/20/2023;1;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;2;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;3;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;4;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;5;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;6;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;7;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;8;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;9;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;10;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;11;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;12;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;13;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;14;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;15;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;16;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;17;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;18;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;19;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;20;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;21;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;22;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;23;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;24;394931;21064;0;0;5;4.5;0;0;0;917.22;91.55;5;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;1;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;2;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;3;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;4;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;5;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;6;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;7;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;8;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;9;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;10;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;11;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;12;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;13;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;14;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;15;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;16;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;17;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;18;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;19;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;20;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;21;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;22;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
D;05/20/2023;23;394931;42333;0;0;3.4;2.9;0;0;0;806.2;110.06;3.4;;;;;;;;;;;;;;;;;;;0;0;ECONOMIC
